yourlist:M2018113014483A1C7ED25EE8374758DF3FD545FD0520569	isomap:M2018113014483A1C7ED25EE8374758DF3FD545FD0520569	Status	yourlist:M2018113014483A1C7ED25EE8374758DF3FD545FD051FAA9	isomap:M2018113014483A1C7ED25EE8374758DF3FD545FD051FAA9	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
NM_009180		reviewed	NM_009180		P70277	SIA7B_MOUSE	reviewed	"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 (EC 2.4.99.3) (Gal-beta-1,3-GalNAc alpha-2,6-sialyltransferase) (GalNAc alpha-2,6-sialyltransferase II) (ST6GalNAc II) (ST6GalNAcII) (Sialyltransferase 7B) (SIAT7-B)"	St6galnac2 Siat7 Siat7b	Mus musculus (Mouse)	373
NM_011372		unreviewed	NM_011372		Q544M3	Q544M3_MOUSE	unreviewed	"ST6 (Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1, 3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"	St6galnac3 mCG_140719	Mus musculus (Mouse)	305
NM_011372		reviewed	NM_011372		Q9WUV2	SIA7C_MOUSE	reviewed	"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 (EC 2.4.99.7) (GalNAc alpha-2,6-sialyltransferase III) (ST6GalNAc III) (ST6GalNAcIII) (STY) (Sialyltransferase 7C) (SIAT7-C)"	St6galnac3 Siat7c	Mus musculus (Mouse)	305
NM_011373		unreviewed	NM_011373		Q8C3J2	Q8C3J2_MOUSE	unreviewed	"Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase (ST6 (Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1, 3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4)"	St6galnac4 mCG_18557	Mus musculus (Mouse)	302
NM_011373		reviewed	NM_011373		Q9R2B6	SIA7D_MOUSE	reviewed	"Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase (EC 2.4.99.7) (NeuAc-alpha-2,3-Gal-beta-1,3-GalNAc-alpha-2,6-sialyltransferase) (ST6GalNAc IV) (ST6GalNAcIV) (Sialyltransferase 7D) (SIAT7-D)"	St6galnac4 Siat7d	Mus musculus (Mouse)	360
NM_012028		unreviewed	NM_012028		Q6GTI0	Q6GTI0_MOUSE	unreviewed	"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 (ST6 (Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1, 3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5)"	St6galnac5	Mus musculus (Mouse)	335
NM_012028		reviewed	NM_012028		Q9QYJ1	SIA7E_MOUSE	reviewed	"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 (EC 2.4.99.-) (GD1 alpha synthase) (GalNAc alpha-2,6-sialyltransferase V) (ST6GalNAc V) (ST6GalNAcV) (Sialyltransferase 7E) (SIAT7-E)"	St6galnac5 Siat7e	Mus musculus (Mouse)	336
NM_016973	NM_016973 -> Q9JM95-1	reviewed	NM_016973	NM_016973 -> Q9JM95-1	Q9JM95	SIA7F_MOUSE	reviewed	"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 (EC 2.4.99.-) (GalNAc alpha-2,6-sialyltransferase VI) (ST6GalNAc VI) (ST6GalNAcVI) (Sialyltransferase 7F) (SIAT7-F)"	St6galnac6 Siat7f	Mus musculus (Mouse)	333
NM_011374		reviewed	NM_011374		Q64687	SIA8A_MOUSE	reviewed	"Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase (EC 2.4.99.8) (Alpha-2,8-sialyltransferase 8A) (Ganglioside GD3 synthase) (Ganglioside GT3 synthase) (Sialyltransferase 8A) (SIAT8-A) (Sialyltransferase St8Sia I) (ST8SiaI)"	St8sia1 Siat8 Siat8a	Mus musculus (Mouse)	355
NM_009181		reviewed	NM_009181		O35696	SIA8B_MOUSE	reviewed	"Alpha-2,8-sialyltransferase 8B (EC 2.4.99.-) (Polysialic acid synthase) (Sialyltransferase 8B) (SIAT8-B) (Sialyltransferase St8Sia II) (ST8SiaII) (Sialyltransferase X) (STX)"	St8sia2 Siat8b Stx	Mus musculus (Mouse)	375
NM_009182		reviewed	NM_009182		Q64689	SIA8C_MOUSE	reviewed	"Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase (EC 2.4.99.-) (Alpha-2,8-sialyltransferase 8C) (Alpha-2,8-sialyltransferase III) (ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3) (Sialyltransferase 8C) (SIAT8-C) (Sialyltransferase St8Sia III) (ST8SiaIII)"	St8sia3 Siat8c	Mus musculus (Mouse)	380
NM_009182		unreviewed	NM_009182		Q9CUJ6	Q9CUJ6_MOUSE	unreviewed	Uncharacterized protein (Fragment)	St8sia3 Siat8c	Mus musculus (Mouse)	339
NM_009183		unreviewed	NM_009183		Q53WR7	Q53WR7_MOUSE	unreviewed	"Polysialic acid synthase (Polysialyltransferase) (ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4)"	St8sia4 ST8SiaIV mCG_14019	Mus musculus (Mouse)	359
NM_009183		reviewed	NM_009183		Q64692	SIA8D_MOUSE	reviewed	"CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase (EC 2.4.99.-) (Alpha-2,8-sialyltransferase 8D) (Polysialyltransferase-1) (Sialyltransferase 8D) (SIAT8-D) (Sialyltransferase St8Sia IV) (ST8SiaIV)"	St8sia4 Pst Siat8d	Mus musculus (Mouse)	359
NM_009183		unreviewed	NM_009183		Q6PAS1	Q6PAS1_MOUSE	unreviewed	St8sia4 protein	St8sia4	Mus musculus (Mouse)	359
NM_153124		unreviewed	NM_153124		Q3TRR3	Q3TRR3_MOUSE	unreviewed	Uncharacterized protein	St8sia5	Mus musculus (Mouse)	376
NM_145838		unreviewed	NM_145838		Q148N5	Q148N5_MOUSE	unreviewed	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 (ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6, isoform CRA_b)"	St8sia6 mCG_113994	Mus musculus (Mouse)	398
NM_145838		reviewed	NM_145838		Q8K4T1	SIA8F_MOUSE	reviewed	"Alpha-2,8-sialyltransferase 8F (EC 2.4.99.-) (Sialyltransferase 8F) (SIAT8-F) (Sialyltransferase St8Sia VI) (ST8SiaVI)"	St8sia6 Siat8f	Mus musculus (Mouse)	398
NM_029935		reviewed	NM_029935		Q91XQ5	CHSTF_MOUSE	reviewed	Carbohydrate sulfotransferase 15 (EC 2.8.2.33) (B-cell RAG-associated gene protein) (N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase) (GalNAc4S-6ST)	Chst15 Brag Galnac4s6st Kiaa0598	Mus musculus (Mouse)	561
NM_023850		unreviewed	NM_023850		Q3UY35	Q3UY35_MOUSE	unreviewed	Sulfotransferase (EC 2.8.2.-)	Chst1 mCG_16127	Mus musculus (Mouse)	411
NM_023850		reviewed	NM_023850		Q9EQC0	CHST1_MOUSE	reviewed	Carbohydrate sulfotransferase 1 (EC 2.8.2.21) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 1) (GST-1) (Keratan sulfate Gal-6 sulfotransferase) (KS6ST) (KSGal6ST) (KSST)	Chst1 Gst1	Mus musculus (Mouse)	411
NM_145142		unreviewed	NM_145142		A2RSS2	A2RSS2_MOUSE	unreviewed	Carbohydrate sulfotransferase (EC 2.8.2.-)	Chst10 mCG_6497	Mus musculus (Mouse)	374
NM_145142		reviewed	NM_145142		Q6PGK7	CHSTA_MOUSE	reviewed	Carbohydrate sulfotransferase 10 (EC 2.8.2.-) (HNK-1 sulfotransferase) (HNK-1ST) (HNK1ST)	Chst10	Mus musculus (Mouse)	356
NM_021439		unreviewed	NM_021439		B9EHC3	B9EHC3_MOUSE	unreviewed	Carbohydrate sulfotransferase (EC 2.8.2.-)	Chst11 mCG_3366	Mus musculus (Mouse)	352
NM_021439		reviewed	NM_021439		Q9JME2	CHSTB_MOUSE	reviewed	Carbohydrate sulfotransferase 11 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 1) (Chondroitin 4-sulfotransferase 1) (C4S-1) (C4ST-1) (C4ST1)	Chst11	Mus musculus (Mouse)	352
NM_021528		reviewed	NM_021528		Q99LL3	CHSTC_MOUSE	reviewed	Carbohydrate sulfotransferase 12 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 2) (Chondroitin 4-sulfotransferase 2) (C4ST-2) (C4ST2)	Chst12	Mus musculus (Mouse)	419
NM_028117		reviewed	NM_028117		Q80V53	CHSTE_MOUSE	reviewed	Carbohydrate sulfotransferase 14 (EC 2.8.2.35) (Dermatan 4-sulfotransferase 1) (D4ST-1)	Chst14 D4st1	Mus musculus (Mouse)	376
NM_018763		reviewed	NM_018763		Q80WV3	CHST2_MOUSE	reviewed	Carbohydrate sulfotransferase 2 (EC 2.8.2.-) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 2) (GST-2) (N-acetylglucosamine 6-O-sulfotransferase 1) (GlcNAc6ST-1) (Gn6st-1)	Chst2 Gst2	Mus musculus (Mouse)	530
NM_016803		unreviewed	NM_016803		G5E8X5	G5E8X5_MOUSE	unreviewed	Sulfotransferase (EC 2.8.2.-)	Chst3 mCG_11291	Mus musculus (Mouse)	478
NM_016803		reviewed	NM_016803		O88199	CHST3_MOUSE	reviewed	Carbohydrate sulfotransferase 3 (EC 2.8.2.17) (Chondroitin 6-O-sulfotransferase 1) (C6ST-1) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 0) (GST-0)	Chst3 C6st Gst0	Mus musculus (Mouse)	472
NM_011998		unreviewed	NM_011998		A0A0R4J1C9	A0A0R4J1C9_MOUSE	unreviewed	Sulfotransferase (EC 2.8.2.-)	Chst4	Mus musculus (Mouse)	388
NM_011998		reviewed	NM_011998		Q9R1I1	CHST4_MOUSE	reviewed	Carbohydrate sulfotransferase 4 (EC 2.8.2.-) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 3) (GST-3) (High endothelial cells N-acetylglucosamine 6-O-sulfotransferase) (HEC-GlcNAc6ST) (L-selectin ligand sulfotransferase) (LSST) (N-acetylglucosamine 6-O-sulfotransferase 2) (GlcNAc6ST-2) (Gn6st-2)	Chst4 Gst3	Mus musculus (Mouse)	388
NM_019950		reviewed	NM_019950		Q9QUP4	CHST5_MOUSE	reviewed	Carbohydrate sulfotransferase 5 (EC 2.8.2.-) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 4) (GST4) (Intestinal N-acetylglucosamine-6-O-sulfotransferase) (I-GlcNAc6ST) (Intestinal GlcNAc-6-sulfotransferase) (mIGn6ST) (N-acetylglucosamine 6-O-sulfotransferase 3) (GlcNAc6ST-3) (Gn6st-3)	Chst5 Gst4	Mus musculus (Mouse)	395
NM_021715		reviewed	NM_021715		Q9EP78	CHST7_MOUSE	reviewed	Carbohydrate sulfotransferase 7 (EC 2.8.2.-) (EC 2.8.2.17) (Chondroitin 6-sulfotransferase 2) (C6ST-2) (mC6ST-2) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 5) (GST-5) (N-acetylglucosamine 6-O-sulfotransferase 4) (GlcNAc6ST-4) (Gn6st-4)	Chst7 Gst5	Mus musculus (Mouse)	484
NM_175140		reviewed	NM_175140		Q8BQ86	CHST8_MOUSE	reviewed	Carbohydrate sulfotransferase 8 (EC 2.8.2.-) (GalNAc-4-O-sulfotransferase 1) (GalNAc-4-ST1) (GalNAc4ST-1) (N-acetylgalactosamine-4-O-sulfotransferase 1)	Chst8	Mus musculus (Mouse)	417
NM_199055		reviewed	NM_199055		Q76EC5	CHST9_MOUSE	reviewed	Carbohydrate sulfotransferase 9 (EC 2.8.2.-) (GalNAc-4-O-sulfotransferase 2) (GalNAc-4-ST2) (GalNAc4ST-2) (N-acetylgalactosamine-4-O-sulfotransferase 2)	Chst9	Mus musculus (Mouse)	413
NM_016922		reviewed	NM_016922		Q9JHE4	G3ST1_MOUSE	reviewed	Galactosylceramide sulfotransferase (GalCer sulfotransferase) (EC 2.8.2.11) (3'-phosphoadenosine-5'-phosphosulfate:GalCer sulfotransferase) (3'-phosphoadenylylsulfate:galactosylceramide 3'-sulfotransferase) (Cerebroside sulfotransferase)	Gal3st1 Cst Gcst	Mus musculus (Mouse)	423
NM_199366		unreviewed	NM_199366		A2RTS9	A2RTS9_MOUSE	unreviewed	Galactose-3-O-sulfotransferase 2	Gal3st2	Mus musculus (Mouse)	396
NM_199366		unreviewed	NM_199366		Q3UN22	Q3UN22_MOUSE	unreviewed	Uncharacterized protein		Mus musculus (Mouse)	396
NM_001024717		reviewed	NM_001024717		P61315	G3ST3_MOUSE	reviewed	"Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)"	Gal3st3	Mus musculus (Mouse)	431
NM_001033416		unreviewed	NM_001033416		Q3V1B8	Q3V1B8_MOUSE	unreviewed	"Galactose-3-O-sulfotransferase 4 (MCG7443, isoform CRA_a)"	Gal3st4 mCG_7443	Mus musculus (Mouse)	480
NM_011828		reviewed	NM_011828		Q8R3H7	HS2ST_MOUSE	reviewed	Heparan sulfate 2-O-sulfotransferase 1 (2-O-sulfotransferase) (2-OST) (2OST) (EC 2.8.2.-)	Hs2st1 Hs2st	Mus musculus (Mouse)	356
NM_010474		reviewed	NM_010474		O35310	HS3S1_MOUSE	reviewed	Heparan sulfate glucosamine 3-O-sulfotransferase 1 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 1) (Heparan sulfate 3-O-sulfotransferase 1)	Hs3st1 3ost 3ost1	Mus musculus (Mouse)	311
NM_001081327	NM_001081327 -> Q673U1-1	reviewed	NM_001081327	NM_001081327 -> Q673U1-1	Q673U1	HS3S2_MOUSE	reviewed	Heparan sulfate glucosamine 3-O-sulfotransferase 2 (EC 2.8.2.29) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 2) (Heparan sulfate 3-O-sulfotransferase 2)	Hs3st2 3ost2	Mus musculus (Mouse)	367
NM_178870		unreviewed	NM_178870		Q52KJ0	Q52KJ0_MOUSE	unreviewed	Sulfotransferase (EC 2.8.2.-)	Hs3st3a1 mCG_6062	Mus musculus (Mouse)	393
NM_178870		reviewed	NM_178870		Q8BKN6	HS3SA_MOUSE	reviewed	Heparan sulfate glucosamine 3-O-sulfotransferase 3A1 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3A1) (Heparan sulfate 3-O-sulfotransferase 3A1)	Hs3st3a1 3ost3a1 Hs3st3a	Mus musculus (Mouse)	393
NM_018805		reviewed	NM_018805		Q9QZS6	HS3SB_MOUSE	reviewed	Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 (EC 2.8.2.30) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3B1) (3-OST-3B) (Heparan sulfate 3-O-sulfotransferase 3B1) (m3-OST-3B)	Hs3st3b1 3ost3b1 Hs3st3b	Mus musculus (Mouse)	390
NM_001081208		unreviewed	NM_001081208		B2RXW6	B2RXW6_MOUSE	unreviewed	Sulfotransferase (EC 2.8.2.-)	Hs3st5 mCG_55966	Mus musculus (Mouse)	346
NM_001081208		reviewed	NM_001081208		Q8BSL4	HS3S5_MOUSE	reviewed	Heparan sulfate glucosamine 3-O-sulfotransferase 5 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 5) (Heparan sulfate 3-O-sulfotransferase 5)	Hs3st5 Hs3ost5	Mus musculus (Mouse)	346
NM_001012402		unreviewed	NM_001012402		A2RTI7	A2RTI7_MOUSE	unreviewed	Sulfotransferase (EC 2.8.2.-)	Hs3st6 mCG_12823	Mus musculus (Mouse)	342
NM_001012402		reviewed	NM_001012402		Q5GFD5	HS3S6_MOUSE	reviewed	Heparan sulfate glucosamine 3-O-sulfotransferase 6 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 6) (3-OST-6) (Heparan sulfate 3-O-sulfotransferase 6)	Hs3st6	Mus musculus (Mouse)	342
NM_015818		reviewed	NM_015818		Q9QYK5	H6ST1_MOUSE	reviewed	Heparan-sulfate 6-O-sulfotransferase 1 (HS6ST-1) (mHS6ST-1) (EC 2.8.2.-)	Hs6st1	Mus musculus (Mouse)	411
NM_015819	NM_015819 -> Q80UW0-2	reviewed	NM_015819	NM_015819 -> Q80UW0-2	Q80UW0	H6ST2_MOUSE	reviewed	Heparan-sulfate 6-O-sulfotransferase 2 (HS6ST-2) (mHS6ST-2) (EC 2.8.2.-)	Hs6st2	Mus musculus (Mouse)	612
NM_015820		unreviewed	NM_015820		Q149R8	Q149R8_MOUSE	unreviewed	Heparan-sulfate 6-O-sulfotransferase (EC 2.8.2.-)	Hs6st3	Mus musculus (Mouse)	249
NM_015820		unreviewed	NM_015820		Q3UTM4	Q3UTM4_MOUSE	unreviewed	Heparan-sulfate 6-O-sulfotransferase (EC 2.8.2.-)	Hs6st3	Mus musculus (Mouse)	280
NM_015820		reviewed	NM_015820		Q9QYK4	H6ST3_MOUSE	reviewed	Heparan-sulfate 6-O-sulfotransferase 3 (HS6ST-3) (mHS6ST-3) (EC 2.8.2.-)	Hs6st3	Mus musculus (Mouse)	470
NM_008306	NM_008306 -> Q3UHN9-1	reviewed	NM_008306	NM_008306 -> Q3UHN9-1	Q3UHN9	NDST1_MOUSE	reviewed	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 1) (NDST-1) (N-heparan sulfate sulfotransferase 1) (N-HSST 1) ([Heparan sulfate]-glucosamine N-sulfotransferase 1) (HSNST 1) [Includes: Heparan sulfate N-deacetylase 1 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 1 (EC 2.8.2.-)]	Ndst1	Mus musculus (Mouse)	882
NM_010811		reviewed	NM_010811		P52850	NDST2_MOUSE	reviewed	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 2) (NDST-2) (Mndns) (N-heparan sulfate sulfotransferase 2) (N-HSST 2) [Includes: Heparan sulfate N-deacetylase 2 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 2 (EC 2.8.2.-)]	Ndst2 Hsst2	Mus musculus (Mouse)	883
NM_031186		unreviewed	NM_031186		E9PZJ4	E9PZJ4_MOUSE	unreviewed	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 3	Ndst3	Mus musculus (Mouse)	873
NM_031186		reviewed	NM_031186		Q9EQH7	NDST3_MOUSE	reviewed	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 3 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 3) (NDST-3) (N-heparan sulfate sulfotransferase 3) (N-HSST 3) [Includes: Heparan sulfate N-deacetylase 3 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 3 (EC 2.8.2.-)]	Ndst3 Hsst3	Mus musculus (Mouse)	873
NM_022565		reviewed	NM_022565		Q9EQW8	NDST4_MOUSE	reviewed	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 4) (NDST-4) (N-heparan sulfate sulfotransferase 4) (N-HSST 4) [Includes: Heparan sulfate N-deacetylase 4 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 4 (EC 2.8.2.-)]	Ndst4 Hsst4	Mus musculus (Mouse)	872
NM_177387		unreviewed	NM_177387		Q3TRA2	Q3TRA2_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Ust	Mus musculus (Mouse)	406
NM_177387		reviewed	NM_177387		Q8BUB6	UST_MOUSE	reviewed	Uronyl 2-sulfotransferase (EC 2.8.2.-)	Ust	Mus musculus (Mouse)	407
NM_001081316		reviewed	NM_001081316		Q0VBN2	DSEL_MOUSE	reviewed	Dermatan-sulfate epimerase-like protein (EC 5.1.-.-)	Dsel	Mus musculus (Mouse)	1207
NM_175645		unreviewed	NM_175645		F8VPK6	F8VPK6_MOUSE	unreviewed	Xylosyltransferase 1	Xylt1	Mus musculus (Mouse)	953
NM_175645		reviewed	NM_175645		Q811B1	XYLT1_MOUSE	reviewed	Xylosyltransferase 1 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase I)	Xylt1	Mus musculus (Mouse)	953
NM_145828		unreviewed	NM_145828		Q3TZ69	Q3TZ69_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Xylt2	Mus musculus (Mouse)	635
NM_145828		unreviewed	NM_145828		Q3UCI0	Q3UCI0_MOUSE	unreviewed	Uncharacterized protein	Xylt2	Mus musculus (Mouse)	865
NM_145828		reviewed	NM_145828		Q9EPL0	XYLT2_MOUSE	reviewed	Xylosyltransferase 2 (EC 2.4.2.26) (Peptide O-xylosyltransferase 2) (Xylosyltransferase II)	Xylt2	Mus musculus (Mouse)	865
NM_013581		reviewed	NM_013581		Q9Z160	COG1_MOUSE	reviewed	Conserved oligomeric Golgi complex subunit 1 (COG complex subunit 1) (Component of oligomeric Golgi complex 1) (Low density lipoprotein receptor defect B-complementing protein)	Cog1 Ldlb	Mus musculus (Mouse)	980
NM_029746		reviewed	NM_029746		Q921L5	COG2_MOUSE	reviewed	Conserved oligomeric Golgi complex subunit 2 (COG complex subunit 2) (Component of oligomeric Golgi complex 2) (Low density lipoprotein receptor defect C-complementing protein)	Cog2 Ldlc	Mus musculus (Mouse)	731
NM_177381		unreviewed	NM_177381		E9QL65	E9QL65_MOUSE	unreviewed	Conserved oligomeric Golgi complex subunit 3	Cog3	Mus musculus (Mouse)	828
NM_177381		unreviewed	NM_177381		Q3USH9	Q3USH9_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Cog3	Mus musculus (Mouse)	639
NM_133973		unreviewed	NM_133973		Q7TSQ9	Q7TSQ9_MOUSE	unreviewed	Component of oligomeric golgi complex 4 (Conserved oligomeric Golgi complex subunit 4)	Cog4	Mus musculus (Mouse)	712
NM_133973		reviewed	NM_133973		Q8R1U1	COG4_MOUSE	reviewed	Conserved oligomeric Golgi complex subunit 4 (COG complex subunit 4) (Component of oligomeric Golgi complex 4)	Cog4	Mus musculus (Mouse)	785
NM_026225		unreviewed	NM_026225		A0A0R4J0L5	A0A0R4J0L5_MOUSE	unreviewed	Conserved oligomeric Golgi complex subunit 6	Cog6	Mus musculus (Mouse)	657
NM_026225		reviewed	NM_026225		Q8R3I3	COG6_MOUSE	reviewed	Conserved oligomeric Golgi complex subunit 6 (COG complex subunit 6) (Component of oligomeric Golgi complex 6)	Cog6 Kiaa1134	Mus musculus (Mouse)	657
NM_001033318		unreviewed	NM_001033318		A0A0R4J0Q9	A0A0R4J0Q9_MOUSE	unreviewed	Conserved oligomeric Golgi complex subunit 7	Cog7	Mus musculus (Mouse)	770
NM_001033318		reviewed	NM_001033318		Q3UM29	COG7_MOUSE	reviewed	Conserved oligomeric Golgi complex subunit 7 (COG complex subunit 7) (Component of oligomeric Golgi complex 7)	Cog7	Mus musculus (Mouse)	770
NM_139229		reviewed	NM_139229		Q9JJA2	COG8_MOUSE	reviewed	Conserved oligomeric Golgi complex subunit 8 (COG complex subunit 8) (Component of oligomeric Golgi complex 8)	Cog8 MNCb-5704	Mus musculus (Mouse)	640
NM_011895		reviewed	NM_011895		Q61420	S35A1_MOUSE	reviewed	CMP-sialic acid transporter (CMP-SA-Tr) (CMP-Sia-Tr) (Solute carrier family 35 member A1)	Slc35a1	Mus musculus (Mouse)	336
NM_001083937		unreviewed	NM_001083937		Q3UIP1	Q3UIP1_MOUSE	unreviewed	"Solute carrier family 35 (UDP-galactose transporter), member 2, isoform CRA_c"	Slc35a2 mCG_3945	Mus musculus (Mouse)	390
NM_001083937		reviewed	NM_001083937		Q9R0M8	S35A2_MOUSE	reviewed	UDP-galactose translocator (Solute carrier family 35 member A2) (UDP-galactose transporter) (UDP-Gal-Tr) (UGT) (mUGT1)	Slc35a2 Ugt1	Mus musculus (Mouse)	390
NM_078484		unreviewed	NM_078484		A2AER4	A2AER4_MOUSE	unreviewed	UDP-galactose translocator	Slc35a2	Mus musculus (Mouse)	393
"NM_001083937,NM_078484"		unreviewed	"NM_001083937,NM_078484"		Q9JIH0	Q9JIH0_MOUSE	unreviewed	Solute carrier family 35 member 2	Slc35a2	Mus musculus (Mouse)	389
NM_144902		reviewed	NM_144902		Q8R1T4	S35A3_MOUSE	reviewed	UDP-N-acetylglucosamine transporter (Golgi UDP-GlcNAc transporter) (Solute carrier family 35 member A3)	Slc35a3	Mus musculus (Mouse)	326
NM_026404		reviewed	NM_026404		Q9D321	S35A4_MOUSE	reviewed	Probable UDP-sugar transporter protein SLC35A4 (Solute carrier family 35 member A4)	Slc35a4	Mus musculus (Mouse)	324
NM_028756		reviewed	NM_028756		Q921R7	S35A5_MOUSE	reviewed	Probable UDP-sugar transporter protein SLC35A5 (Solute carrier family 35 member A5)	Slc35a5	Mus musculus (Mouse)	437
NM_016752	NM_016752 -> P97858-1	reviewed	NM_016752	NM_016752 -> P97858-1	P97858	S35B1_MOUSE	reviewed	Solute carrier family 35 member B1 (UDP-galactose translocator 2) (UDP-galactose transporter-related protein 1) (UGTrel1)	Slc35b1 Ugalt2	Mus musculus (Mouse)	322
NM_028662		unreviewed	NM_028662		Q3TJQ2	Q3TJQ2_MOUSE	unreviewed	Uncharacterized protein	Slc35b2	Mus musculus (Mouse)	382
NM_134060		reviewed	NM_134060		Q922Q5	S35B3_MOUSE	reviewed	Adenosine 3'-phospho 5'-phosphosulfate transporter 2 (PAPS transporter 2) (Solute carrier family 35 member B3)	Slc35b3	Mus musculus (Mouse)	369
NM_021435	NM_021435 -> Q8CIA5-1	reviewed	NM_021435	NM_021435 -> Q8CIA5-1	Q8CIA5	S35B4_MOUSE	reviewed	UDP-xylose and UDP-N-acetylglucosamine transporter (Solute carrier family 35 member B4)	Slc35b4 MNCb-4414	Mus musculus (Mouse)	331
NM_145832		unreviewed	NM_145832		Q8C0J3	Q8C0J3_MOUSE	unreviewed	Uncharacterized protein	Slc35c1	Mus musculus (Mouse)	350
NM_145832		unreviewed	NM_145832		Q8R2I1	Q8R2I1_MOUSE	unreviewed	"GDP-fucose transporter 1 (Putative multispan transmembrane protein) (Solute carrier family 35, member C1, isoform CRA_a)"	Slc35c1 fuct1 mCG_16135	Mus musculus (Mouse)	350
NM_144893		unreviewed	NM_144893		Q5GMH2	Q5GMH2_MOUSE	unreviewed	"Slc35c2 protein (Solute carrier family 35, member C2, isoform CRA_a)"	Slc35c2 mCG_17517	Mus musculus (Mouse)	364
NM_144893		reviewed	NM_144893		Q8VCX2	S35C2_MOUSE	reviewed	Solute carrier family 35 member C2 (Ovarian cancer-overexpressed gene 1 protein)	Slc35c2 Ovcov1	Mus musculus (Mouse)	364
NM_177732	NM_177732 -> A2AKQ0-2	reviewed	NM_177732	NM_177732 -> A2AKQ0-2	A2AKQ0	S35D1_MOUSE	reviewed	UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter (UDP-GlcA/UDP-GalNAc transporter) (Solute carrier family 35 member D1)	Slc35d1	Mus musculus (Mouse)	355
